id,older,newer
68881,1899,
68882,1900,
68883,1902,
68884,1912,
68885,1865,
68886,1902,
68887,1941,
68888,1906,
68889,1922,
68890,1915,
68891,1904,
68892,1952,
68893,1904,
68894,1903,
68895,1918,
68896,1923,
68897,1878,
68898,1902,
68899,1888,1902
68900,1914,
68901,1888,
68902,1924,
68903,1926,
68904,1948,
68905,1890,
68906,1907,
68907,1672,
68908,1922,
68909,1909,
68910,1915,
68911,1910,
68912,1917,
68913,1855,
68914,1901,
68915,1804,
68916,1804,
68917,1804,
68918,1919,
68919,1902,1903
68920,1905,
68921,1918,
68922,1897,
68923,1926,
68924,1910,
68925,1839,1843
68926,1879,
68927,1907,
68928,1914,1915
68929,1890,
68930,1920,
68931,1872,1884
68932,1902,
68933,1899,
68934,1918,
68935,1922,
68936,1892,1900
68937,1910,1923
68938,1850,
68939,1918,
68940,1913,
68941,1913,
68942,1926,
68943,1923,
68944,1902,
68945,1919,
68946,1886,
68947,1863,
68948,1906,
68949,1923,
68950,1918,
68951,1920,
68952,1910,
68953,1849,
68954,1895,
68955,1895,
68956,1898,
68957,1923,
68958,1860,
68961,1883,
68962,1917,
68963,1908,
68964,1920,
68965,1913,
68966,1891,
68967,1951,
68969,1919,
68970,1916,
68971,1914,
68972,1852,
68973,1879,
68974,1911,
68975,1920,
68976,1771,
68977,1912,
68978,1835,
68979,1904,
68980,1904,
68981,1897,
68983,1920,
68984,1920,
68985,1921,
68986,1903,
68987,1919,
68988,1921,
68989,1920,
68990,1915,
68991,1949,
68993,1890,
68994,1890,
68995,1914,
68996,1901,
68997,1836,
68998,1920,
68999,1904,
69000,1912,
69001,1922,
69002,1912,
69003,1924,
69004,1919,
69005,1901,
69006,1923,
69007,1891,
69008,1889,
69009,1952,
69010,1899,
69011,1925,
69012,1885,
69013,1872,
69014,1906,
69015,1865,
69016,1910,
69017,1907,
69018,1887,
69019,1911,
69020,1910,1923
69021,1912,
69022,1908,
69023,1901,
69024,1910,
69025,1900,1905
69026,1922,
69027,1925,
69029,1851,
69030,1917,
69031,1911,
69032,1897,1906
69033,1909,
69034,1909,
69035,1923,
69036,1874,
69037,1918,
69038,1915,
69039,1918,1960
69040,1893,
69041,1910,1923
69042,1952,
69043,1947,
69044,1899,
69045,1924,
69046,1958,
69047,1923,
69049,1915,
69050,1917,
69051,1867,
69052,1914,
69053,1875,
69054,1910,
69055,1809,
69056,1809,
69057,1809,
69058,1920,
69059,1916,
69060,1902,
69061,1914,
69062,1911,
69063,1922,
69064,1919,
69065,1909,
69066,1920,
69067,1892,1895
69068,1907,
69069,1925,
69070,1923,
69071,1897,
69072,1911,
69073,1875,1878
69074,1875,1878
69075,1924,
69076,1923,
69077,1899,
69078,1922,1923
69079,1910,
69080,1855,
69081,1900,
69082,1874,
69083,1925,
69084,1894,
69085,1898,
69086,1913,
69087,1926,
69088,1908,1911
69089,1886,
69090,1772,
69091,1868,
69092,1900,
69093,1858,
69094,1910,
69095,1918,
69096,1870,
69097,1910,
69098,1879,
69099,1912,
69100,1923,
69101,1922,
69102,1925,
69103,1745,
69104,1904,
69105,1910,
69106,1908,
69107,1916,
69108,1897,1906
69109,1987,
69110,1960,
69111,1843,
69112,1909,
69113,1913,
69114,1919,
69115,1952,
69116,1778,
69117,1900,
69118,1892,
69119,1910,1911
69120,1884,
69121,1923,
69122,1903,
69123,1924,
69124,1952,
69125,1866,
69126,1730,
69127,1923,
69128,1924,
69129,1920,
69130,1913,
69131,1913,
69132,1911,
69133,1910,
69134,1889,1898
69135,1909,
69136,1922,
69137,1924,
69138,1911,
69139,1942,
69140,1942,
69141,1855,
69142,1916,
69143,1917,1918
69144,1918,
69145,1910,
69146,1921,
69147,1884,
69148,1942,
69150,1942,
69151,1915,
69152,1854,
69153,1894,
69154,1911,
69155,1911,
69156,1789,
69157,1910,1923
69158,1942,
69159,1835,
69160,1915,
69161,1910,
69162,1895,
69163,1901,
69164,1910,
69165,1890,1899
69166,1792,
69167,1824,
69168,1872,1884
69169,1920,
69170,1864,
69171,1887,
69172,1863,
69173,1893,
69174,1917,
69175,1962,
69176,1844,
69177,1855,
69178,1788,
69179,1847,
69180,1900,
69181,1816,
69182,1901,
69183,1873,
69184,1901,1902
69185,1925,
69186,1920,
69187,1897,
69188,1921,1931
69190,1952,
69191,1925,
69192,1873,
69193,1893,1903
69194,1900,
69195,1924,
69196,1914,
69197,1868,
69198,1887,
69199,1546,
69200,1923,
69201,1853,
69202,1914,
69203,1904,
69204,1919,
69205,1903,
69206,1917,
69207,1883,
69208,1902,
69209,1800,
69210,1955,
69211,1955,
69212,1954,
69213,1955,
69214,1863,
69215,1955,
69216,1923,
69217,1894,
69218,1908,
69219,1921,
69220,1836,
69221,1918,
69222,1909,
69223,1867,
69224,1904,
69225,1923,
69226,1902,
69227,1902,1907
69228,1901,1908
69229,1901,
69230,1914,
69231,1920,
69232,1959,
69233,1788,
69234,1916,
69235,1917,
69236,1907,
69237,1950,
69238,1955,
69239,1917,
69240,1918,
69241,1829,
69242,1884,
69243,1920,
69244,1917,
69245,1953,
69246,1914,
69247,1874,1877
69248,1895,
69249,1891,
69250,1894,
69251,1844,1860
69252,1955,
69253,1900,
69254,1942,
69255,1902,1903
69256,1788,
69257,1955,
69258,1870,
69259,1918,
69260,1893,
69261,1885,
69262,1895,
69263,1911,
69265,1926,
69266,1925,
69267,1926,
69268,1914,
69269,1910,
69270,1872,
69271,1920,
69272,1930,1957
69273,1911,
69274,1913,
69275,1832,1836
69276,1909,1917
69277,1900,
69280,1954,
69281,1920,
69282,1834,
69283,1827,
69284,1896,
69285,1920,
69286,1894,
69287,1919,
69288,1890,
69289,1915,
69290,1840,
69294,1920,
69295,1855,
69296,1919,
69297,1873,
69298,1907,
69299,1960,
69300,1897,1898
69301,1880,
69302,1911,
69303,1904,1908
69304,1903,1905
69305,1906,
69306,1907,
69307,1904,
69308,1950,
69309,1925,
69310,1916,
69311,1719,
69312,1892,
69313,1895,
69314,1950,
69315,1890,
69316,1909,
69317,1922,
69318,1804,
69319,1919,
69320,1923,
69321,1914,
69322,1926,
69323,1872,1884
69325,1910,1923
69326,1878,
69327,1925,
69328,1906,
69329,1857,
69330,1871,
69331,1901,
69332,1901,
69333,1912,
69334,1880,
69335,1922,
69336,1818,
69338,1926,
69339,1926,
69340,1924,
69341,1921,1926
69342,1918,1925
69343,1919,
69344,1923,
69345,1846,
69346,1907,
69347,1898,
69348,1763,
69349,1896,
69350,1950,
69351,1776,
69352,1926,
69353,1904,
69354,1896,
69355,1901,
69356,1926,
69359,1922,
69360,1921,
69361,1896,
69362,1902,
69363,1894,
69364,1911,
69365,1879,
69366,1893,
69367,1837,
69368,1917,
69369,1923,
69370,1899,
69371,1923,
69372,1848,
69373,1902,
69374,1884,
69375,1920,
69376,1839,
69377,1891,
69378,1926,
69379,1898,
69380,1911,
69381,1911,
69382,1894,
69383,1913,
69384,1918,
69385,1914,1915
69386,1921,
69387,1836,
69388,1915,
69389,1849,
69390,1839,
69391,1895,
69392,1885,
69393,1954,
69394,1923,1924
69395,1901,1924
69396,1850,
69397,1894,
69398,1925,
69399,1909,
69400,1895,
69401,1922,
69402,1862,
69404,1926,
69405,1915,
69406,1885,
69407,1909,
69408,1907,
69409,1916,
69410,1925,
69411,1835,
69412,1855,
69414,1918,
69415,1926,
69416,1916,
69417,1815,
69418,1905,
69419,1925,
69420,1873,
69421,1892,
69422,1908,
69423,1884,
69424,1910,1923
69425,1629,
69426,1920,
69427,1895,
69428,1880,
69429,1914,
69430,1921,
69431,1925,
69432,1924,
69433,1915,
69434,1921,
69435,1909,
69436,1913,
69437,1926,
69438,1919,
69440,1914,
69441,1796,
69442,1891,
69443,1923,
69444,1900,
69445,1899,
69446,1897,
69447,1878,
69449,1887,
69450,1898,
69451,1916,
69452,1852,
69453,1862,
69454,1874,
69455,1910,1923
69456,1919,
69457,1917,
69458,1916,
69460,1904,
69461,1887,
69462,1913,
69463,1926,
69464,1852,
69466,1850,
69467,1923,
69468,1921,
69469,1911,
69470,1910,
69471,1926,
69472,1911,
69473,1858,
69474,1922,
69475,1925,
69476,1837,
69477,1916,
69478,1916,
69479,1907,1907
69480,1912,1913
69481,1915,
69482,1881,
69483,1906,
69484,1921,
69485,1838,
69486,1920,
69487,1825,
69488,1915,
69489,1880,
69490,1872,1884
69491,1900,1903
69492,1910,
69493,1900,
69494,1895,
69495,1895,
69496,1895,
69497,1919,
69498,1880,
69499,1915,
69500,1874,
69501,1903,
69502,1913,
69503,1881,
69504,1849,
69507,1923,
69508,1896,
69509,1926,
69510,1851,
69511,1911,
69512,1848,
69513,1884,1890
69514,1913,1914
69515,1921,
69517,1915,
69518,1923,
69519,1807,
69520,1921,
69521,1917,
69522,1909,
69523,1894,
69524,1910,
69525,1887,
69526,1969,
69527,1988,
69528,1895,
69529,1883,
69530,1909,
69531,1889,
69532,1920,
69533,1904,
69534,1834,
69535,1956,1957
69536,1902,
69537,1915,
69538,1847,1849
69539,1874,
69540,1918,
69541,1925,
69542,1909,1910
69543,1894,
69544,1916,
69545,1922,1923
69546,1923,
69547,1923,
69548,1923,
69549,1926,
69550,1895,
69551,1924,
69552,1918,
69553,1807,
69554,1921,
69555,1910,1911
69556,1900,1910
69557,1923,
69558,1911,
69559,1846,
69560,1884,1891
69561,1913,
69562,1918,
69563,1901,
69566,1904,
69567,1924,
69568,1912,
69569,1906,
69570,1907,
69571,1926,
69572,1923,
69573,1920,
69574,1959,
69575,1914,
69576,1917,
69577,1839,1843
69578,1908,
69579,1898,
69580,1886,
69581,1870,
69582,1872,
69583,1922,
69584,1939,
69585,1924,
69586,1924,
69587,1924,
69588,1924,
69589,1924,
69590,1919,
69591,1908,
69592,1851,
69593,1887,
69594,1892,
69595,1795,
69596,1679,
69597,1921,
69598,1925,
69599,1920,
69600,1901,
69601,1919,
69602,1924,
69604,1925,
69605,1920,
69606,1923,
69607,1923,
69608,1923,
69609,1925,1936
69610,1926,
69611,1926,
69612,1925,
69613,1925,
69614,1923,
69615,1911,1914
69616,1857,
69617,1923,
69618,1905,
69619,1905,
69620,1897,
69621,1868,
69622,1905,
69623,1807,
69624,1807,
69625,1807,
69626,1906,1917
69627,1901,
69628,1921,
69629,1921,
69630,1916,
69631,1830,
69632,1902,
69633,1918,
69634,1910,1923
69635,1904,
69636,1893,
69637,1904,
69638,1892,
69639,1845,
69640,1867,
69641,1885,
69642,1867,
69643,1867,
69644,1916,
69645,1666,
69646,1918,
69647,1916,
69648,1917,
69649,1921,
69650,1913,
69651,1918,
69653,1910,1923
69654,1913,
69655,1908,
69656,1891,
69657,1776,
69660,1835,
69661,1910,1923
69662,1921,
69663,1906,
69664,1876,
69667,1943,
69668,1909,
69669,1924,
69670,1877,
69671,1926,
69672,1908,
69673,1903,
69674,1906,
69675,1865,
69676,1860,
69677,1921,
69678,1889,
69679,1905,
69680,1910,1923
69681,1918,
69682,1927,
69683,1926,1927
69684,1951,
69685,1920,
69686,1841,
69689,1916,
69690,1912,
69691,1920,
69692,1906,1907
69693,1880,
69695,1926,1991
69696,1888,
69697,1927,
69698,1952,
69699,1871,
69700,1927,
69701,1926,
69702,1926,
69703,1927,1988
69704,1912,
69705,1908,
69706,1911,1912
69707,1905,
69710,1915,
69711,1903,
69712,1920,
69714,1875,
69715,1895,1910
69716,1885,
69717,1895,
69718,1948,
69720,1916,
69721,1904,
69723,1920,
69724,1924,
69725,1903,
69726,1910,1923
69727,1860,
69728,1902,
69730,1927,
69732,1913,
69734,1925,
69735,1897,1906
69736,1790,
69737,1874,
69738,1910,
69739,1920,
69740,1913,
69741,1892,
69743,1924,
69744,1912,
69745,1875,
69746,1914,
69747,1925,
69748,1910,1923
69749,1900,
69750,1919,
69751,1915,
69752,1925,
69753,1926,
69754,1847,
69755,1912,
69756,1839,
69757,1912,
69758,1900,
69759,1865,
69760,1906,
69761,1915,
69762,1953,
69763,1916,
69764,1858,
69765,1923,
69766,1894,
69767,1963,
69768,1927,
69769,1866,
69770,1895,
69771,1907,
69772,1903,1904
69773,1924,1926
69774,1904,
69775,1887,
69776,1922,
69777,1904,1914
69779,1927,
69780,1896,
69781,1885,
69782,1891,
69783,1901,
69784,1854,
69785,1874,
69786,1922,1926
69787,1926,
69788,1926,
69789,1926,
69790,1926,
69791,1915,
69792,1888,
69793,1866,
69794,1884,
69795,1925,
69797,1925,
69798,1926,
69799,1881,
69800,1884,1885
69801,1915,
69802,1878,
69803,1926,
69804,1908,
69806,1925,
69807,1919,
69808,1900,
69809,1884,
69810,1852,
69811,1917,
69812,1897,
69813,1927,
69814,1901,
69815,1906,
69816,1811,
69817,1920,1923
69818,1742,
69819,1905,
69822,1901,
69823,1920,
69824,1811,
69825,1905,1916
69826,1911,
69827,1939,
69828,1885,
69829,1903,
69830,1956,
69831,1873,
69832,1873,
69834,1917,
69835,1917,
69836,1913,
69837,1897,1898
69838,1896,
69839,1900,
69840,1900,
69841,1866,
69842,1886,1887
69843,1890,
69844,1923,
69845,1926,
69846,1760,
69847,1830,
69848,1885,
69849,1923,
69850,1923,
69851,1918,
69852,1921,
69853,1918,
69854,1908,
69855,1903,
69856,1926,
69857,1939,
69858,1873,
69859,1854,
69860,1694,
69861,1908,
69862,1896,
69863,1920,
69864,1900,
69865,1962,
69866,1926,
69867,1836,
69868,1874,
69869,1913,
69870,1868,1883
69871,1909,1920
69872,1866,
69873,1895,
69874,1921,
69875,1900,
69876,1905,
69877,1924,
69878,1762,
69879,1906,
69880,1923,
69881,1909,
69882,1918,
69883,1914,
69884,1927,
69885,1904,
69886,1892,
69887,1667,
69888,1914,
69889,1834,
69890,1943,
69891,1898,
69892,1865,
69893,1906,
69894,1912,
69895,1919,
69896,1907,
69897,1859,
69898,1825,1826
69899,1825,1826
69900,1825,1826
69901,1825,1826
69902,1825,1826
69903,1900,
69904,1911,
69905,1910,
69906,1914,
69907,1911,
69908,1913,
69909,1909,
69910,1892,
69911,1951,
69912,1903,
69913,1898,
69914,1888,
69915,1789,
69916,1949,
69917,1902,1910
69918,1913,
69920,1907,
69922,1787,
69923,1922,
69924,1893,
69925,1915,
69927,1895,
69928,1924,
69929,1926,
69930,1921,
69933,1926,
69934,1922,
69935,1916,
69936,1926,
69937,1910,
69938,1880,
69939,1902,
69941,1924,
69942,1924,
69943,1914,
69944,1925,
69945,1906,
69946,1923,
69947,1924,
69948,1866,
69949,1925,
69950,1906,
69951,1920,
69952,1877,
69953,1895,
69954,1867,
69955,1868,
69956,1924,
69957,1922,
69958,1912,
69959,1918,
69960,1902,
69961,1890,1891
69962,1799,
69963,1875,
69964,1840,
69965,1920,
69967,1916,
69968,1926,
69969,1920,
69970,1614,
69971,1891,
69972,1869,
69973,1888,
69974,1969,
69975,1924,
69976,1924,
69977,1885,
69978,1917,
69979,1979,
69980,1919,
69981,1874,1877
69982,1922,
69983,1750,
69984,1889,
69985,1891,
69986,1901,
69988,1927,1991
69989,1918,
69990,1873,
69991,1921,
69992,1797,
69993,1888,
69994,1856,
69995,1879,
69996,1906,
69997,1924,
69998,1902,
70000,1903,
70002,1925,
70004,1913,
70006,1896,
70007,1924,
70008,1927,1987
70009,1864,
70010,1900,
70011,1830,
70013,1914,
70014,1922,
70016,1888,
70017,1919,
70018,1924,
70019,1922,
70020,1909,
70021,1872,
70022,1850,
70023,1885,
70024,1771,
70025,1925,
70026,1898,
70027,1917,
70028,1888,
70029,1919,
70030,1915,
70031,1921,
70032,1872,
70033,1922,
70034,1957,
70035,1913,
70036,1906,2000
70037,1921,
70038,1926,
70039,1888,
70040,1886,
70041,1926,1927
70042,1857,
70043,1924,
70044,1920,
70045,1802,
70046,1938,
70047,1963,
70048,1907,
70049,1895,1920
70050,1922,
70052,1903,
70053,1876,
70054,1893,
70056,1876,
70057,1937,
70058,1905,
70059,1925,
70060,1925,
70061,1926,
70062,1802,
70063,1910,1923
70064,1916,
70065,1901,
70066,1899,
70067,1916,
70068,1917,
70069,1913,
70070,1888,
70071,1911,
70072,1802,
70073,1917,
70074,1915,
70075,1853,
70076,1896,
70077,1922,1923
70078,1845,
70079,1963,
70081,1923,
70082,1845,
70083,1927,1991
70084,1864,
70085,1845,
70086,1837,
70087,1902,
70088,1926,
70089,1890,
70090,1895,
70091,1680,
70092,1922,
70093,1845,
70094,1927,
70095,1913,1960
70096,1845,
70097,1913,
70098,1902,
70100,1868,
70101,1933,1978
70102,1919,
70103,1911,1911
70104,1834,
70105,1911,
70106,1926,
70107,1946,
70108,1916,
70109,1915,
70110,1903,
70111,1865,
70112,1921,
70113,1904,
70114,1927,1972
70115,1887,
70116,1923,
70117,1926,
70118,1900,
70119,1899,1910
70120,1897,
70121,1915,
70122,1908,
70123,1866,
70124,1927,1978
70125,1850,
70126,1920,
70127,1893,
70128,1868,
70129,1939,
70130,1908,
70131,1869,
70132,1899,
70133,1904,
70134,1869,
70135,1925,
70136,1909,
70137,1895,
70138,1863,
70139,1893,
70140,1920,
70141,1924,
70142,1909,
70143,1926,
70144,1900,
70145,1960,
70146,1960,
70147,1925,
70148,1960,
70149,1900,
70150,1902,
70151,1860,
70152,1926,
70153,1837,
70154,1960,
70156,1899,
70157,1919,
70158,1957,
70159,1867,
70161,1904,
70162,1921,
70163,1872,
70164,1910,
70165,1914,
70166,1927,
70167,1805,
70168,1863,
70169,1904,
70170,1867,
70171,1914,
70172,1890,
70174,1919,
70175,1927,
70176,1903,
70177,1925,
70178,1924,
70179,1909,
70180,1861,
70181,1871,1884
70182,1923,
70185,1880,
70186,1921,
70188,1916,
70189,1899,
70191,1878,
70192,1906,
70193,1901,
70194,1907,1910
70195,1934,
70196,1902,
70197,1899,
70198,1894,
70199,1929,
70200,1887,
70201,1927,
70202,1911,
70203,1904,
70204,1914,
70205,1970,
70206,1956,
70207,1870,
70208,1895,
70209,1916,
70210,1890,
70211,1916,
70213,1919,
70214,1911,
70217,1960,
70219,1894,
70220,1858,1908
70221,1912,
70222,1927,1988
70223,1920,
70224,1910,
70225,1927,
70226,1916,
70228,1941,
70231,1916,
70232,1839,
70233,1910,
70234,1868,1875
70235,1963,
70236,1927,1991
70237,1922,
70238,1926,
70241,1891,
70243,1922,
70244,1927,
70245,1853,
70246,1926,
70248,1910,
70249,1905,
70252,1887,1891
70253,1865,
70254,1920,
70255,1901,
70256,1917,
70258,1840,
70259,1949,
70260,1885,
70261,1907,
70262,1903,
70263,1960,
70264,1920,
70265,1913,
70266,1800,
70267,1909,
70268,1907,
70269,1916,
70270,1870,
70271,1924,1925
70272,1922,
70273,1901,1911
70274,1926,
70275,1860,
70276,1880,
70277,1957,
70278,1853,
70279,1863,
70280,1905,
70281,1855,
70282,1923,
70283,1867,
70284,1924,
70285,1916,
70286,1888,
70287,1927,
70288,1943,
70289,1923,
70290,1896,
70291,1893,
70292,1898,
70293,1904,
70294,1910,1912
70295,1918,
70296,1908,
70297,1925,
70298,1897,
70299,1923,
70300,1885,
70301,1891,
70302,1926,
70303,1910,
70304,1923,
70305,1884,
70306,1884,
70307,1884,
70308,1906,
70309,1919,
70310,1951,1952
70311,1925,
70312,1854,
70313,1923,
70314,1904,
70315,1921,
70316,1925,
70317,1923,
70318,1918,
70319,1907,
70320,1906,
70321,1925,
70322,1883,
70323,1921,
70324,1914,
70325,1926,
70326,1744,
70327,1926,
70328,1923,
70329,1906,
70330,1869,
70331,1854,
70332,1794,
70333,1872,
70334,1905,
70335,1841,
70336,1924,
70337,1910,1923
70338,1855,
70339,1919,
70340,1922,
70341,1905,
70343,1895,
70344,1919,
70345,1920,
70346,1899,
70347,1951,
70348,1950,
70349,1927,
70350,1853,1854
70351,1925,
70352,1923,
70353,1922,
70354,1908,
70355,1912,
70356,1882,
70357,1910,
70358,1923,
70359,1925,
70360,1926,
70361,1950,
70362,1955,
70363,1923,
70364,1951,
70365,1853,
70366,1909,
70367,1922,
70368,1962,
70369,1922,
70370,1910,1923
70371,1919,
70372,1853,
70373,1906,
70374,1903,
70375,1853,
70376,1881,
70377,1908,
70378,1875,
70379,1926,1927
70380,1916,
70381,1911,
70382,1926,
70383,1944,
70384,1923,
70385,1874,
70386,1853,
70387,1950,
70388,1951,
70389,1950,
70390,1916,
70391,1950,
70392,1950,
70393,1911,
70394,1913,
70395,1869,
70396,1869,
70397,1917,
70398,1925,
70399,1906,
70400,1915,
70401,1920,
70402,1950,
70403,1950,
70404,1895,
70405,1910,
70406,1900,
70407,1902,
70408,1904,
70409,1913,
70410,1922,
70412,1871,
70413,1914,
70414,1914,
70415,1885,
70416,1915,
70417,1918,
70418,1913,
70419,1884,
70420,1906,
70421,1925,
70422,1916,
70423,1925,
70424,1858,
70425,1866,
70426,1900,
70427,1895,
70428,1925,
70429,1922,
70430,1880,
70431,1912,
70432,1927,2006
70433,1913,
70434,1920,
70435,1921,
70436,1900,
70437,1808,
70438,1880,
70439,1884,
70440,1914,
70441,1916,
70442,1894,
70443,1894,
70444,1889,
70445,1864,
70446,1902,
70447,1911,
70448,1883,1893
70449,1937,
70450,1870,
70451,1906,
70452,1860,1884
70453,1923,
70454,1905,
70455,1905,
70456,1923,
70457,1935,
70458,1871,1920
70459,1906,
70460,1899,1927
70461,1909,
70462,1809,
70464,1951,
70465,1926,
70466,1951,
70467,1900,
70468,1884,
70469,1901,
70470,1919,
70471,1925,
70472,1906,
70473,1879,
70474,1880,1908
70475,1951,
70476,1856,
70477,1900,
70478,1928,
70479,1888,
70480,1920,
70481,1849,
70482,1910,
70483,1947,1948
70484,1871,1920
70485,1925,
70486,1928,
70487,1925,1926
70488,1937,
70489,1657,
70490,1922,
70491,1882,
70492,1927,
70493,1925,
70494,1941,1942
70495,1903,
70496,1951,
70497,1873,
70498,1917,
70499,1927,
70500,1957,
70501,1950,
70502,1896,
70503,1903,
70504,1908,
70505,1912,
70506,1895,
70507,1860,
70508,1860,
70509,1886,
70510,1926,
70511,1849,
70512,1763,
70513,1928,
70514,1913,
70515,1910,
70516,1927,1935
70517,1913,
70518,1923,
70519,1899,
70520,1886,
70521,1912,
70522,1918,
70523,1716,
70524,1922,
70525,1926,
70526,1903,1909
70527,1919,
70528,1924,
70529,1884,
70530,1849,
70531,1844,1847
70532,1844,1847
70533,1844,1847
70534,1921,
70535,1905,
70536,1931,1932
70537,1909,
70538,1922,
70539,1853,
70540,1928,
70541,1951,
70542,1881,
70543,1925,
70544,1885,
70545,1886,
70546,1887,
70547,1888,
70548,1889,
70549,1951,
70550,1918,
70551,1913,
70552,1951,
70553,1905,
70554,1902,
70555,1898,
70556,1922,
70557,1842,1871
70558,1925,
70559,1951,
70560,1898,
70561,1869,
70562,1950,
70563,1902,
70564,1923,
70565,1888,
70566,1907,1910
70567,1903,
70568,1913,1915
70569,1540,
70570,1928,
70571,1950,
70572,1926,
70573,1925,
70574,1924,
70575,1896,
70576,1903,
70577,1907,1910
70578,1907,
70579,1916,
70580,1951,
70581,1913,
70582,1895,
70583,1951,
70584,1853,
70585,1926,
70586,1905,
70587,1927,
70589,1929,
70590,1951,
70591,1906,
70592,1906,
70593,1906,
70594,1924,
70595,1820,
70596,1959,
70597,1923,
70598,1926,
70599,1921,
70600,1922,
70601,1914,
70602,1908,
70603,1925,
70604,1920,
70605,1951,
70606,1928,
70607,1916,
70608,1853,
70609,1811,
70610,1957,
70611,1965,1977
70612,1927,
70613,1863,
70614,1912,
70615,1911,1912
70616,1908,
70617,1897,
70618,1907,
70619,1902,1905
70620,1927,
70621,1907,
70622,1957,1961
70623,1951,
70624,1915,
70625,1963,
70626,1943,
70627,1919,1924
70628,1860,
70629,1860,
70630,1926,
70631,1873,
70632,1873,
70633,1922,
70634,1926,
70635,1895,
70636,1897,
70637,1892,
70638,1957,
70639,1841,
70640,1923,
70641,1900,
70642,1910,
70643,1892,
70644,1901,
70645,1926,
70646,1841,
70647,1951,
70648,1851,
70649,1907,
70650,1906,
70651,1924,
70652,1936,
70653,1929,
70654,1913,
70655,1901,
70656,1850,
70657,1921,
70658,1831,
70659,1918,
70660,1921,
70661,1921,
70662,1837,
70663,1904,
70664,1907,
70665,1891,
70666,1924,
70667,1922,
70668,1957,
70669,1899,
70670,1904,
70671,1897,
70672,1920,
70673,1925,
70674,1920,
70675,1892,
70676,1866,1867
70677,1914,
70678,1921,
70679,1865,
70680,1899,
70681,1851,
70682,1927,
70683,1921,1922
70684,1907,1910
70685,1912,
70686,1867,
70687,1905,
70688,1897,
70689,1950,
70690,1914,
70691,1931,
70692,1921,
70693,1872,
70694,1951,
70695,1922,
70696,1883,1890
70697,1903,
70698,1920,
70699,1905,
70700,1878,
70701,1905,
70702,1911,
70703,1909,
70704,1859,
70705,1907,1910
70706,1895,
70707,1895,
70708,1923,
70709,1918,
70710,1906,
70711,1895,
70712,1916,
70713,1556,1566
70714,1921,
70715,1914,
70716,1834,
70717,1909,1964
70718,1891,
70719,1925,
70720,1905,1969
70721,1846,
70722,1874,1877
70723,1881,
70724,1919,
70725,1898,
70726,1827,
70727,1894,
70728,1895,
70729,1832,
70730,1875,
70731,1923,
70732,1856,
70733,1899,
70734,1867,
70735,1878,
70736,1927,
70737,1834,
70738,1914,
70739,1914,
70740,1891,
70741,1926,
70742,1925,
70743,1927,
70744,1917,
70745,1921,
70746,1809,
70747,1809,
70748,1892,
70749,1912,
70750,1913,
70751,1917,
70752,1926,
70753,1923,
70754,1891,
70755,1873,
70756,1873,
70757,1873,
70758,1867,
70759,1865,
70760,1960,
70761,1945,
70762,1927,
70763,1873,1878
70764,1877,
70765,1893,
70766,1925,
70767,1922,
