id,older,newer
70768,1905,
70769,1885,
70770,1913,
70771,1918,
70772,1899,
70773,1914,
70774,1927,
70775,1882,
70776,1875,
70777,1924,
70778,1905,
70779,1847,
70780,1927,
70781,1913,
70782,1920,
70783,1919,
70784,1750,
70785,1923,
70786,1909,
70787,1907,
70788,1927,
70789,1919,1920
70790,1916,
70791,1899,
70792,1887,
70793,1924,
70794,1927,
70795,1912,
70796,1890,
70797,1916,
70798,1900,1956
70799,1901,
70800,1908,
70801,1926,
70802,1923,
70803,1926,
70804,1910,1923
70805,1910,1923
70806,1910,1923
70807,1910,1923
70808,1876,
70809,1880,
70810,1924,
70811,1877,1905
70812,1914,
70813,1889,
70814,1939,
70815,1929,
70816,1933,
70817,1963,
70818,1896,
70819,1881,
70820,1911,
70821,1888,
70822,1867,
70823,1924,
70824,1950,
70825,1909,
70826,1900,
70827,1867,
70828,1900,
70829,1923,
70830,1929,
70831,1951,
70832,1927,
70833,1821,
70834,1904,
70835,1914,
70836,1886,
70837,1891,
70838,1903,
70839,1903,
70840,1903,
70841,1920,
70842,1913,
70843,1924,
70844,1927,
70845,1922,
70846,1872,
70847,1908,
70848,1548,
70849,1927,
70850,1900,
70851,1857,
70852,1908,
70853,1893,
70854,1907,
70855,1881,1890
70856,1890,
70857,1910,
70858,1889,
70859,1924,
70860,1903,
70861,1914,
70862,1881,1908
70863,1860,
70864,1919,
70865,1919,
70866,1859,
70867,1925,
70868,1903,
70869,1909,
70870,1863,1865
70871,1893,
70872,1919,
70873,1901,
70874,1907,
70875,1925,
70876,1904,
70877,1927,
70878,1921,
70879,1929,
70880,1913,
70881,1916,
70882,1923,
70883,1895,
70884,1915,
70885,1993,
70886,1878,
70887,1916,1921
70888,1887,
70889,1854,
70890,1968,
70891,1880,
70892,1896,
70893,1901,1905
70894,1883,
70895,1907,
70896,1926,
70897,1910,
70898,1874,1877
70899,1939,
70900,1914,
70901,1917,
70902,1924,1925
70903,1888,
70904,1926,
70905,1874,
70906,1960,
70907,1856,
70908,1878,
70909,1917,
70910,1911,
70911,1899,
70912,1929,
70913,1923,
70914,1901,
70915,1910,
70916,1899,
70917,1908,
70918,1922,1924
70919,1894,
70920,1917,
70921,1871,
70922,1900,
70923,1910,
70924,1894,
70925,1879,
70926,1922,
70927,1856,
70928,1926,
70929,1887,
70930,1832,
70931,1910,
70932,1900,
70933,1926,
70934,1923,
70935,1883,
70936,1910,
70937,1914,
70938,1890,
70939,1877,1878
70940,1910,
70941,1921,
70942,1926,
70943,1898,
70944,1959,
70945,1922,
70946,1915,
70947,1875,
70948,1911,
70949,1926,
70950,1850,
70951,1924,
70952,1902,
70953,1919,
70954,1920,
70955,1924,
70956,1920,
70957,1873,
70958,1914,
70959,1913,
70960,1927,
70961,1910,
70962,1963,
70963,1908,
70964,1926,
70965,1902,
70966,1898,1899
70967,1917,
70968,1911,
70969,1920,
70970,1962,
70971,1914,
70972,1921,
70973,1922,
70974,1900,
70975,1924,
70976,1924,
70977,1868,
70978,1910,
70979,1924,
70980,1912,1919
70981,1923,
70982,1919,
70983,1900,1903
70984,1909,
70985,1856,
70986,1877,
70987,1869,
70988,1927,
70989,1895,
70990,1923,
70991,1908,
70992,1910,
70993,1904,
70994,1914,
70995,1917,
70996,1926,
70997,1883,
70999,1879,
71000,1927,1954
71001,1865,
71002,1926,
71003,1897,
71004,1908,
71005,1914,
71006,1906,
71007,1891,
71008,1886,
71009,1904,
71010,1915,
71011,1806,
71012,1900,
71013,1903,
71014,1911,
71015,1902,
71016,1924,
71017,1914,
71018,1906,
71019,1909,
71020,1912,
71021,1895,
71022,1868,
71023,1916,
71024,1916,
71025,1926,
71026,1925,
71027,1906,
71028,1908,
71029,1891,
71030,1926,
71031,1878,
71032,1922,
71033,1878,
71034,1915,
71035,1894,
71036,1827,
71037,1901,
71038,1896,1922
71039,1921,
71040,1917,1937
71041,1912,
71042,1910,
71043,1912,
71044,1910,
71045,1805,
71046,1892,1908
71047,1925,
71048,1887,
71049,1962,
71050,1924,
71051,1887,
71052,1928,
71053,1913,
71054,1913,
71055,1909,
71056,1918,
71057,1596,1863
71058,1834,
71059,1891,
71060,1836,
71061,1900,
71062,1926,
71063,1899,1999
71064,1899,1999
71065,1928,
71066,1937,
71067,1924,
71068,1915,
71069,1925,
71070,1905,
71071,1925,
71072,1914,
71073,1927,
71074,1894,
71075,1910,1923
71076,1925,
71077,1849,
71078,1918,
71079,1903,
71080,1863,
71081,1756,
71082,1920,
71083,1912,
71084,1849,
71085,1936,
71086,1922,
71087,1906,
71088,1908,
71089,1934,
71090,1852,
71091,1919,
71092,1899,
71093,1926,
71094,1921,1924
71095,1899,1999
71096,1898,
71097,1858,1876
71098,1885,1913
71099,1881,
71100,1891,
71101,1918,
71102,1909,
71103,1850,
71105,1908,
71106,1902,
71107,1895,
71108,1858,1867
71109,1936,
71110,1926,
71111,1911,
71112,1867,
71113,1867,
71114,1867,
71115,1874,1877
71116,1897,1911
71117,1925,
71118,1879,1907
71119,1922,
71120,1927,
71121,1909,
71122,1894,
71123,1910,
71124,1929,1949
71125,1918,
71126,1912,
71127,1921,
71128,1907,
71129,1819,
71130,1872,
71131,1849,
71132,1886,
71133,1892,
71134,1897,
71135,1914,
71136,1922,
71137,1926,
71138,1949,
71139,1930,
71140,1771,
71141,1896,
71142,1900,
71143,1908,
71144,1842,1871
71145,1913,
71146,1897,
71147,1910,1923
71148,1910,1923
71149,1922,
71150,1920,
71151,1882,
71152,1914,
71153,1923,
71154,1820,
71155,1927,
71156,1831,
71157,1927,
71158,1924,
71159,1902,
71160,1973,
71161,1910,
71163,1841,1842
71164,1912,
71165,1806,
71166,1902,
71167,1934,
71168,1936,
71169,1834,
71170,1899,
71171,1938,1968
71172,1908,
71173,1867,
71174,1895,
71175,1925,
71176,1926,
71177,1927,
71178,1886,
71179,1897,
71180,1935,
71181,1917,
71182,1844,
71183,1917,
71184,1919,
71185,1924,
71186,1905,
71187,1914,
71188,1893,1912
71189,1925,
71190,1906,
71191,1722,
71192,1886,
71193,1925,
71194,1835,1840
71195,1930,
71196,1913,
71197,1934,
71198,1899,
71199,1920,
71200,1927,
71201,1924,
71202,1925,
71203,1867,
71204,1924,
71205,1904,
71206,1917,
71207,1903,
71208,1922,
71209,1905,
71210,1896,
71211,1914,
71212,1912,
71213,1926,
71214,1916,
71215,1916,
71216,1922,
71217,1892,
71218,1902,
71219,1921,
71220,1850,
71221,1894,
71222,1910,1969
71223,1926,
71224,1867,
71225,1539,
71226,1960,
71227,1899,
71228,1922,
71229,1892,
71230,1913,
71231,1919,
71232,1908,
71233,1881,
71234,1922,
71235,1903,
71236,1927,
71237,1926,
71238,1914,
71239,1926,
71240,1927,
71241,1901,
71242,1915,
71243,1909,
71244,1867,
71245,1871,
71246,1874,
71247,1951,
71248,1899,1999
71249,1899,1999
71250,1908,
71251,1901,
71252,1893,
71253,1877,
71254,1918,
71255,1930,
71256,1910,
71257,1921,
71258,1886,1890
71259,1807,
71260,1925,
71261,1899,
71262,1905,
71263,1921,
71264,1918,1919
71265,1916,
71267,1896,
71268,1929,
71269,1907,
71270,1904,1956
71272,1926,
71273,1927,
71274,1904,
71275,1909,
71276,1899,
71277,1780,
71278,1780,
71279,1920,
71280,1878,
71281,1927,
71282,1916,
71283,1924,
71284,1900,
71285,1910,
71286,1865,
71287,1927,
71288,1908,
71289,1919,
71290,1874,1877
71291,1910,
71292,1834,
71293,1907,
71294,1922,
71295,1896,
71296,1908,
71297,1913,
71298,1599,
71299,1908,
71300,1909,
71301,1926,
71302,1835,
71303,1921,
71304,1741,
71305,1921,
71306,1911,
71307,1911,
71308,1905,
71309,1920,
71310,1924,
71311,1927,
71312,1895,
71313,1923,
71314,1916,1969
71315,1927,
71316,1933,
71317,1906,
71318,1828,
71319,1808,
71320,1878,
71321,1875,
71322,1912,
71323,1901,
71324,1904,
71325,1869,
71326,1899,1999
71327,1947,
71328,1911,
71329,1847,
71330,1853,
71331,1908,
71332,1926,
71333,1899,
71334,1917,
71335,1886,
71336,1923,
71337,1917,1918
71338,1922,
71339,1898,
71340,1926,
71341,1914,
71342,1910,
71343,1917,
71344,1851,
71345,1899,1902
71346,1902,
71347,1949,
71348,1927,
71349,1926,
71350,1922,1924
71351,1927,1942
71352,1907,
71353,1907,
71354,1898,
71355,1897,
71356,1890,1897
71357,1866,
71358,1866,
71359,1866,
71360,1896,
71361,1923,
71362,1916,
71364,1912,
71365,1897,
71366,1909,
71367,1927,
71368,1918,
71369,1899,
71370,1934,
71371,1929,
71372,1932,
71373,1889,
71374,1927,
71375,1875,
71376,1896,
71377,1927,
71378,1958,
71379,1882,
71380,1910,1911
71381,1885,
71382,1865,
71383,1865,
71384,1915,
71385,1875,
71386,1927,
71387,1851,
71388,1920,
71389,1960,
71390,1926,
71391,1860,
71392,1902,1903
71393,1875,
71394,1919,
71395,1907,1920
71396,1806,
71397,1964,
71398,1914,
71399,1889,
71400,1920,1921
71401,1887,
71402,1921,
71403,1837,
71404,1836,
71405,1746,
71406,1835,1840
71407,1906,
71408,1969,
71409,1877,
71410,1912,
71411,1905,
71412,1916,
71413,1906,
71414,1894,
71415,1910,1923
71416,1926,
71417,1906,
71418,1940,
71419,1907,
71420,1927,
71421,1913,
71422,1923,
71423,1921,
71424,1910,
71425,1915,
71426,1802,
71427,1903,
71428,1917,
71429,1880,
71430,1910,1923
71431,1905,
71432,1922,
71434,1910,
71435,1911,
71436,1853,
71437,1949,
71438,1949,
71439,1919,1921
71440,1921,
71441,1961,
71442,1916,
71443,1923,
71444,1853,
71445,1880,
71446,1919,
71447,1954,
71448,1926,
71449,1920,
71450,1924,
71451,1909,
71452,1912,
71453,1772,
71454,1913,
71455,1419,1467
71456,1876,
71457,1920,
71458,1918,
71459,1937,
71460,1892,
71461,1914,
71462,1887,1896
71463,1872,
71464,1905,
71465,1926,
71466,1886,1888
71467,1853,
71468,1853,
71469,1885,
71470,1844,
71471,1917,
71472,1921,
71473,1913,
71474,1921,
71475,1922,1923
71476,1918,
71477,1893,
71478,1885,
71479,1890,
71480,1905,
71481,1900,1903
71482,1871,1873
71483,1856,
71484,1890,
71486,1902,
71487,1919,
71488,1923,
71489,1919,
71490,1924,
71491,1957,
71492,1927,
71493,1871,
71494,1900,1903
71495,1900,1903
71496,1909,
71497,1925,
71498,1853,
71499,1925,
71500,1913,
71501,1902,
71502,1892,
71503,1923,
71504,1888,
71505,1911,
71506,1916,
71507,1900,1903
71508,1919,
71509,1859,
71510,1848,
71511,1896,
71512,1865,
71513,1894,
71514,1902,
71515,1925,
71516,1907,
71517,1921,
71518,1866,
71519,1913,
71520,1915,
71521,1961,
71522,1900,
71523,1871,
71524,1924,
71525,1957,
71526,1899,
71527,1906,
71528,1897,
71529,1910,
71530,1957,
71531,1900,1903
71532,1895,
71533,1895,
71534,1908,
71535,1839,
71536,1896,
71537,1868,
71539,1844,
71540,1844,
71541,1917,
71542,1889,
71543,1914,
71544,1834,
71545,1914,
71546,1909,
71547,1904,1905
71548,1918,
71549,1889,
71550,1924,
71551,1893,
71552,1902,
71553,1911,
71554,1874,1877
71555,1905,
71556,1825,
71557,1909,
71558,1893,
71559,1799,
71560,1919,
71561,1894,
71562,1911,
71564,1926,
71565,1957,
71566,1909,
71567,1902,
71568,1957,
71569,1881,
71570,1945,
71571,1913,
71572,1917,
71573,1909,
71574,1850,
71575,1861,
71576,1900,
71577,1923,
71578,1916,
71579,1907,
71580,1957,
71581,1897,1904
71582,1900,
71583,1918,
71584,1957,
71585,1898,
71586,1957,
71587,1924,
71588,1865,
71589,1957,
71590,1889,
71591,1875,
71592,1957,
71593,1914,
71594,1919,
71595,1891,
71596,1925,
71597,1896,1898
71598,1884,
71599,1911,
71600,1877,
71601,1918,
71602,1917,
71603,1912,1928
71604,1912,
71605,1911,
71606,1908,
71607,1912,
71608,1855,
71609,1881,
71610,1905,
71611,1905,
71612,1906,
71613,1896,
71614,1904,
71615,1906,
71616,1896,1899
71617,1916,
71618,1943,
71619,1909,
71620,1883,
71621,1873,
71622,1873,
71623,1892,
71624,1925,
71625,1883,
71626,1917,
71627,1905,
71628,1957,
71629,1946,
71630,1911,1921
71631,1899,
71632,1911,
71633,1923,
71634,1926,
71635,1899,
71636,1898,
71637,1957,
71638,1910,1911
71639,1894,
71640,1924,
71641,1880,
71642,1903,
71643,1862,
71644,1802,
71645,1957,
71646,1957,
71647,1915,
71648,1925,
71649,1898,
71650,1910,1969
71651,1923,
71652,1910,1923
71653,1916,
71654,1920,
71655,1902,
71656,1902,
71657,1905,
71658,1921,
71659,1947,
71660,1957,
71661,1892,
71662,1969,
71663,1867,
71664,1926,
71665,1912,
71666,1947,
71667,1913,
71668,1873,
71669,1874,
71670,1926,
71671,1874,
71672,1896,1903
71673,1806,
71674,1909,
71675,1911,
71676,1866,
71677,1906,
71678,1896,
71679,1906,
71680,1890,
71681,1917,
71682,1912,
71683,1855,
71684,1926,
71685,1920,
71686,1901,
71687,1864,
71688,1921,
71689,1900,
71690,1969,
71691,1925,
71692,1947,
71693,1895,
71694,1957,
71696,1914,
71697,1900,
71698,1869,
71699,1921,
71700,1911,
71701,1899,
71702,1957,
71703,1910,1923
71704,1924,
71705,1921,
71706,1916,
71707,1900,
71708,1912,
71709,1891,1918
71710,1919,
71711,1875,1903
71712,1892,
71713,1889,
71714,1914,
71715,1919,
71716,1925,1952
71717,1831,
71718,1902,
71719,1850,
71720,1926,
71721,1912,
71722,1905,
71723,1919,
71724,1882,
71725,1841,
71726,1891,
71727,1921,
71728,1904,
71729,1874,
71730,1893,
71731,1892,
71732,1917,
71733,1905,
71734,1900,
71735,1901,
71736,1914,
71737,1887,
71738,1910,
71739,1862,
71740,1897,
71741,1918,
71742,1897,
71743,1909,
71744,1937,
71745,1918,
71746,1917,
71747,1922,
71748,1918,
71749,1920,
71750,1896,
71751,1898,
71752,1907,
71753,1895,
71754,1826,
71755,1907,
71756,1895,
71757,1912,
71758,1786,1972
71759,1903,
71760,1911,
71761,1907,
71762,1924,
71763,1925,
71764,1926,
71765,1926,
71767,1903,
71768,1909,
71769,1899,1903
71770,1920,
71771,1922,
71772,1916,
71773,1870,
71774,1907,
71775,1923,
71776,1893,
71777,1952,1953
71778,1924,
71779,1851,
71780,1922,
71781,1792,
71782,1896,
71783,1915,
71784,1948,
71785,1907,
71786,1920,
71787,1912,
71788,1884,
71789,1901,
71790,1905,
71791,1923,
71792,1851,
71793,1920,
71794,1897,
71795,1897,
71796,1897,
71797,1897,
71798,1919,
71799,1908,
71800,1957,
71801,1914,
71802,1913,
71803,1897,
71804,1897,
71805,1923,
71806,1936,
71807,1916,
71808,1904,
71809,1923,
71810,1957,
71811,1916,
71812,1878,1906
71813,1957,
71814,1957,
71815,1957,
71816,1923,
71817,1926,
71818,1923,
71819,1957,
71820,1913,
71821,1957,
71822,1868,
71823,1872,
71824,1904,
71825,1905,
71826,1900,
71827,1923,
71828,1906,
71829,1892,
71830,1853,
71831,1920,
71832,1927,
71833,1913,
71834,1922,
71835,1895,
71836,1903,
71837,1903,
71838,1887,
71839,1912,
71840,1902,
71841,1925,
71842,1884,
71843,1888,1901
71844,1826,
71845,1895,
71846,1895,
71847,1911,
71848,1927,
71849,1770,1771
71850,1851,
71851,1917,
71852,1893,
71853,1925,
71854,1842,1871
71855,1908,
71856,1919,
71857,1958,
71858,1898,
71859,1957,
71860,1896,
71861,1904,
71862,1877,
71863,1912,
71864,1907,
71865,1925,
71866,1745,
71867,1957,
71868,1957,
71869,1957,
71870,1958,
71871,1895,
71872,1896,
71873,1898,
71874,1902,
71875,1926,
71876,1871,
71877,1920,
71878,1865,
71879,1927,
71880,1913,
71881,1905,
71882,1930,
71883,1958,
71884,1886,
71885,1903,
71886,1958,
71887,1881,
71888,1836,
71889,1900,
71890,1913,
71891,1901,
71892,1886,
71893,1881,
71894,1896,
71895,1915,
71896,1914,
71897,1895,
71898,1908,
71899,1947,
71900,1925,
71901,1922,
71902,1917,
71903,1908,
71904,1908,
71905,1902,
71906,1877,
71907,1890,
71908,1907,
71909,1958,
71910,1958,
71911,1909,
71912,1916,
71913,1924,
71914,1914,
71915,1893,
71916,1915,
71917,1958,
71918,1957,
71919,1873,
71920,1780,
71922,1894,
71923,1915,
71924,1900,
71925,1916,
71926,1923,
71927,1891,
71928,1883,
71929,1926,
71930,1915,
71931,1921,
71932,1880,
71933,1902,
71934,1918,
71935,1907,
71936,1862,
71937,1867,
71938,1912,
71939,1913,
71940,1925,
71941,1923,
71942,1896,
71943,1833,
71944,1831,
71945,1901,
71946,1771,
71947,1925,
71948,1895,
71949,1900,
71950,1872,
71951,1917,
71952,1882,1899
71953,1910,
71954,1920,
71955,1842,
71956,1918,
71957,1962,
71958,1892,
71959,1910,1923
71960,1925,
71961,1829,
71962,1861,
71963,1904,
71964,1926,
71965,1911,
71966,1898,
71967,1925,
71968,1900,
71969,1924,
71970,1908,
71971,1903,
71972,1868,
71973,1950,
71974,1924,
71975,1916,
71976,1924,
71977,1905,
71978,1896,
71980,1917,
71981,1834,
71982,1860,
71983,1860,
71984,1865,
71985,1913,
71986,1927,
71987,1873,
71988,1912,
71989,1891,
71990,1923,
71991,1908,
71992,1892,
71993,1815,1816
71994,1900,
71995,1909,
71996,1906,
71997,1895,
71998,1870,
71999,1915,
72000,1902,
72001,1959,
72002,1926,
72003,1932,
72004,1955,
72005,1824,
72006,1925,
72007,1889,
72008,1834,
72009,1907,
72010,1924,
72011,1912,
72012,1926,
72013,1914,
72014,1802,
72015,1962,
72016,1881,
72017,1927,
72018,1867,
72019,1867,
72020,1896,
72021,1871,
72022,1916,
72023,1921,
72024,1894,
72025,1908,
72026,1958,
72027,1910,
72028,1913,
72029,1958,
72030,1958,
72031,1915,
72032,1910,
72033,1913,
72034,1845,
72035,1879,
72036,1895,
72037,1937,
72038,1887,
72039,1923,
72040,1917,
72041,1924,
72042,1912,
72043,1908,
72044,1888,1894
72045,1910,
72046,1916,1926
72047,1897,
72048,1902,
72049,1877,
72050,1877,
72051,1896,
72052,1895,
72053,1897,
72054,1971,1978
72055,1880,
72056,1893,
72057,1923,
72058,1895,1901
72059,1958,
72060,1880,
72061,1925,
72062,1915,
72063,1918,
72064,1876,
72065,1870,
72066,1923,
72067,1958,
72068,1912,
72069,1958,
72070,1960,
72071,1925,
72072,1909,
72073,1909,
72074,1913,
72075,1906,
72076,1911,
72077,1889,
72078,1958,
72079,1958,
72080,1958,
72081,1962,
72082,1958,
72083,1885,
72084,1825,
72085,1918,
72086,1927,
72087,1921,
72088,1927,
72089,1891,
72090,1906,
72091,1858,
72092,1962,
72093,1914,
72094,1862,
72095,1912,
72096,1869,
72097,1911,
72098,1915,
72099,1923,
72100,1855,
72101,1919,
72102,1735,
72103,1770,1771
72104,1891,
72105,1891,
72106,1895,
72107,1895,
72108,1847,
72109,1871,
72110,1886,
72111,1921,
72112,1924,
72113,1870,
72114,1925,
72115,1922,
72116,1914,
72117,1919,
72118,1896,
72119,1956,
72120,1956,
72121,1834,
72122,1870,1898
72123,1876,
72124,1909,
72125,1911,
72126,1926,
72127,1925,
72128,1891,
72129,1876,
72130,1920,
72131,1958,
72132,1903,
72133,1875,
72134,1888,
72135,1900,
72136,1926,
72137,1907,
72138,1953,
72139,1925,
72140,1924,
72141,1925,
72142,1856,
72143,1901,
72144,1912,
72145,1924,1928
72146,1923,
72147,1958,
72148,1956,
72149,1962,
72150,1836,
72151,1923,
72152,1923,
72153,1926,
72154,1872,
72155,1844,
72156,1888,2006
72157,1904,
72158,1910,
72159,1922,
72160,1919,
72161,1909,
72162,1797,
72163,1916,
72164,1914,
72165,1846,
72166,1846,
72167,1846,
72168,1902,1904
72169,1907,
72170,1875,
72171,1925,
72172,1956,
72173,1956,
72174,1956,
72175,1956,
72176,1913,
72177,1925,
72178,1962,
72179,1962,
72180,1962,
72181,1962,
72182,1898,
72183,1907,1908
72184,1916,
72185,1922,
72186,1926,
72187,1962,
72188,1927,
72189,1869,
72190,1958,
72191,1962,
72192,1962,
72194,1920,
72195,1903,
72196,1895,
72197,1961,
72198,1916,
72199,1925,
72200,1905,
72201,1909,
72202,1850,
72203,1961,
72204,1927,
72205,1923,
72206,1902,1904
72207,1926,
72208,1907,
72209,1830,
72210,1891,
72211,1900,
72212,1908,
72213,1817,
72214,1817,
72215,1908,
72216,1897,
72217,1896,
72218,1899,
72219,1874,
72220,1922,
72221,1885,
72222,1925,
72223,1926,
72224,1860,
72225,1860,
72226,1904,
72227,1927,
72228,1909,
72229,1862,
72230,1913,
72231,1924,
72232,1906,
72233,1909,
72234,1958,
72235,1921,2016
72236,1879,
72237,1908,
72238,1924,
72239,1921,
72240,1823,
72241,1916,
72242,1914,
72243,1885,
72244,1922,
72245,1962,
72246,1902,
72247,1962,
72248,1962,
72249,1962,
72250,1962,
72251,1622,
72252,1925,
72253,1912,
72254,1897,
72255,1914,
72256,1925,
72257,1913,
72258,1924,
72259,1927,
72260,1923,
72261,1858,
72262,1861,
72263,1927,
72264,1809,
72265,1882,
72266,1962,
72267,1921,
72268,1871,
72269,1962,
72270,1846,
72271,1887,
72272,1962,
72273,1882,
72274,1908,
72275,1901,
72276,1907,
72277,1962,
72278,1962,
72279,1835,
72280,1872,
72281,1852,
72282,1896,
72283,1813,
72284,1925,
72285,1925,
72286,1894,
72287,1817,
72288,1910,
72289,1923,
72290,1921,
72291,1900,
72292,1921,
72293,1911,
72294,1924,
72295,1877,
72296,1800,
72297,1925,
72298,1914,
72299,1922,
72300,1894,
72301,1912,
72302,1963,
72303,1915,
72304,1962,
72305,1963,
72306,1892,
72307,1923,
72308,1919,
72309,1889,
72310,1963,
72311,1963,
72312,1962,
72313,1894,
72314,1895,
72315,1846,
72316,1908,1927
72317,1907,
72318,1884,
72319,1903,
72320,1900,
72321,1872,1874
72322,1872,1874
72323,1872,1874
72324,1897,
72325,1862,
72326,1927,
72327,1896,
72328,1910,
72329,1846,
72330,1902,
72331,1899,
72332,1921,
72333,1926,
72334,1927,
72335,1892,1893
72336,1905,
72337,1962,
72338,1963,
72339,1961,
72340,1862,1863
72341,1910,
72342,1894,
72343,1809,
72344,1926,
72345,1925,
72346,1912,
72347,1962,
72348,1928,
72349,1913,
72350,1926,
72351,1877,
72352,1888,
72353,1888,
72354,1888,
72355,1878,
72356,1910,
72357,1917,
72358,1915,
72359,1890,
72360,1907,
72361,1918,
72362,1913,
72363,1886,
72364,1919,
72365,1984,
72366,1925,
72367,1924,
72368,1907,
72370,1927,
72371,1920,
72372,1926,
72373,1906,
72374,1899,
72375,1924,
72376,1904,
72377,1923,1968
72378,1914,
72379,1927,
72380,1927,
72381,1924,
72382,1832,
72383,1888,
72384,1919,
72385,1869,
72386,1883,1968
72388,1914,
72389,1963,
72390,1963,
72391,1963,
72392,1924,
72393,1919,
72394,1913,
72395,1930,
72397,1962,
72398,1891,
72399,1912,
72400,1905,
72401,1962,
72402,1963,
72403,1949,
72404,1887,
72405,1921,
72406,1926,
72407,1963,
72408,1963,
72409,1921,
72410,1962,
72411,1852,
72412,1890,1918
72413,1921,
72414,1824,1836
72415,1948,
72416,1921,
72417,1913,
72418,1910,
72419,1919,
72420,1963,
72421,1912,
72422,1963,
72423,1900,
72424,1903,
72425,1913,
72426,1903,
72427,1913,
72428,1903,
72429,1963,
72430,1963,
72431,1963,
72432,1828,
72433,1882,
72434,1897,
72435,1920,
72436,1892,
72437,1837,
72438,1894,1897
72439,1963,
72440,1963,
72441,1963,
72442,1920,
72443,1948,
72444,1926,
72445,1897,
72446,1925,
72447,1941,
72448,1919,
72449,1906,
72450,1889,
72451,1836,
72452,1799,
72453,1909,
72454,1899,
72455,1900,
72456,1921,
72458,1927,
72459,1900,
72460,1923,
72461,1905,
72462,1925,1926
72463,1815,
72464,1815,
72465,1815,
72466,1925,
72467,1924,
72468,1918,
72470,1839,
72471,1892,
72472,1919,
72473,1922,
72474,1907,
72475,1924,
72476,1827,
72477,1924,
72478,1920,
72479,1878,
72480,1912,
72481,1907,
72482,1882,
72483,1953,
72484,1906,
72485,1953,
72486,1910,
72487,1904,
72488,1922,
72489,1953,
72490,1920,
72491,1926,
72492,1922,
72493,1910,1923
72494,1910,1923
72495,1911,1916
72496,1953,
72497,1953,
72498,1953,
72499,1889,
72500,1903,
72501,1909,
72502,1923,
72503,1891,
72504,1953,
72505,1919,
72506,1953,
72507,1953,
72508,1891,1892
72509,1926,
72510,1926,
72511,1890,
72512,1924,
72513,1925,
72514,1915,
72515,1909,
72516,1853,
72517,1953,
72518,1953,
72519,1882,
72520,1842,
72521,1912,
72522,1953,
72523,1923,
72524,1905,
72525,1853,
72526,1871,
72527,1913,
72528,1927,
72529,1912,
72530,1926,
72531,1902,
72532,1887,
72533,1920,
72534,1884,
72535,1907,
72536,1918,
72537,1960,
72538,1960,
72539,1960,
72540,1834,
72542,1911,
72543,1919,
72544,1852,1856
72545,1899,
72546,1889,1890
72547,1853,
72548,1915,
72549,1924,
72550,1882,
72551,1910,
72552,1912,
72553,1960,
72554,1762,
72555,1963,
72556,1914,
72557,1885,
72558,1963,
72559,1913,
72560,1868,
72561,1868,
72562,1868,
72563,1920,
72564,1853,
72565,1963,
72567,1923,
72568,1926,
72569,1958,
72570,1926,
72571,1892,
72572,1962,
72573,1924,1925
72574,1883,
72575,1883,
72576,1883,
72577,1928,1929
72578,1928,
72579,1928,
72580,1919,
72581,1910,
72582,1835,1840
72583,1886,
72584,1875,1882
72585,1926,
72586,1886,1894
72587,1914,
72588,1925,1928
